Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000215915,ATAD3C,0.0015265105843912865,0.57117000033155207,0.81920567789879195,0.0006423233283342608,-0.57117000033155207,0.81920567789879217
ENSG00000160072,ATAD3B,0.034346488148803943,0.54758318001393658,0.33492053863731003,0.02312363982003339,-0.54758318001393658,0.33492053863731003
ENSG00000197785,ATAD3A,0.041979041070760378,0.55180467546462086,0.28601992993352504,0.028262226446707474,-0.55180467546462086,0.28601992993352504
ENSG00000205090,TMEM240,0.00038162764609782162,-0.75075809455580966,1.0,0.0006423233283342608,0.75075809455580966,1.0
ENSG00000160075,SSU72,0.5976288937891886,0.1817929581389659,0.7109714788030459,0.52670512923409385,-0.1817929581389659,0.71097147880304623
ENSG00000215014,RP5-832C2.5,0.0076325529219564321,-0.35844067177704986,0.73060867280429953,0.0096348499250139118,0.35844067177704986,0.73060867280429953
ENSG00000228594,C1orf233,0.0038162764609782161,-2.3787893171688523,9.4538681167017616e-05,0.021196669835030605,2.3787893171688523,9.4538681167017616e-05
ENSG00000272106,RP11-345P4.9,0.023279286411967116,-0.35115063584657147,0.57021802348939898,0.029546873103375997,0.35115063584657147,0.57021802348939898
ENSG00000197530,MIB2,0.26561284168408383,2.3019393285338534,8.5359777137963125e-11,0.053312836251743642,-2.3019393285338534,8.5359777137963125e-11
ENSG00000189409,MMP23B,0.077852039803955608,3.6067939100622741,7.0111352102047299e-13,0.0057809099550083475,-3.6067939100622741,7.0111352102047299e-13
ENSG00000248333,CDK11B,0.15341431373132428,-0.20986423207703053,0.62340817668802673,0.17728123862025597,0.20986423207703053,0.62340817668802617
ENSG00000272004,RP11-345P4.10,0.00076325529219564323,0.83420440616534641,0.70906689616280161,0.0,-0.83420440616534641,0.70906689616280105
ENSG00000189339,SLC35E2B,0.10303946444641184,0.61714542913193959,0.13355798471478675,0.066801626146763118,-0.61714542913193959,0.13355798471478675
ENSG00000269737,RP11-345P4.7,0.00038162764609782162,0.24924190544419034,1.0,0.0,-0.24924190544419034,1.0
ENSG00000008128,CDK11A,0.29995932983288781,0.17946375953223148,0.72498991075749664,0.26463721127371542,-0.17946375953223148,0.72498991075749719
